simulation_time,location_id,junction_id,downstream_occupancy,downstream_queue_length,spillback
47,location_1,K1,0.5488869663286656,10.156495098986388,False
48,location_1,K1,0.139213781865309,18.23555010425403,False
49,location_1,K1,0.2402551885176392,7.322591646093917,False
50,location_1,K1,0.1416661472026417,10.288762297245936,False
51,location_1,K1,0.0441378081897898,9.242864725585097,False
52,location_1,K1,0.9415149861917714,16.78047804874884,True
53,location_1,K1,0.9767348242657754,3.85973248748692,True
54,location_1,K1,0.7520210014605904,8.11565468402193,False
55,location_1,K1,0.4193838151738652,9.307934649688953,False
56,location_1,K1,0.7195961775625388,7.036091832090681,False
57,location_1,K1,0.0448914232174372,9.775556541769443,False
58,location_1,K1,0.5820286900451822,11.58851253719684,False
59,location_1,K1,0.803977396370779,4.99016336320784,True
0,location_1,K2,0.5703512941711845,17.352208991681483,False
1,location_1,K2,0.5538458407345603,18.62509259323226,False
2,location_1,K2,0.2819682204762064,0.6190374327877257,False
3,location_1,K2,0.8663563994746342,4.300127097947102,True
4,location_1,K2,0.1470300633980359,12.808268468538618,False
5,location_1,K2,0.2551218314088258,13.68211413584932,False
6,location_1,K2,0.4278582246999522,8.96103399986222,False
7,location_1,K2,0.3642641142413672,17.739072757151703,False
8,location_1,K2,0.4606359128543613,18.26017452786724,False
9,location_1,K2,0.6478801099164329,7.198581189310693,False
10,location_1,K2,0.3726345905112085,12.616739673324844,False
11,location_1,K2,0.9946183206154916,9.188729175093284,True
12,location_1,K2,0.2985061790203092,1.7732681338972855,False
13,location_1,K2,0.2696979208268357,14.776507738448876,False
14,location_1,K2,0.0573870488084387,11.757894949294489,False
15,location_1,K2,0.2926037067137533,12.723422958939192,False
16,location_1,K2,0.8531584821014436,18.932586391444627,True
17,location_1,K2,0.7397754265308866,16.915501623553148,False
18,location_1,K2,0.2305774974553712,6.897543638586079,False
19,location_1,K2,0.3037295399742706,12.621956925707092,False
20,location_1,K2,0.1085903404362853,17.192349090386678,False
21,location_1,K2,0.5969652125310883,1.318489073906437,False
22,location_1,K2,0.6644371344099899,2.716368947705108,False
23,location_1,K2,0.826844564713406,0.0543320472559272,True
24,location_1,K2,0.6080681628095044,6.192939011271417,False
25,location_1,K2,0.261712602005053,11.789091671314324,False
26,location_1,K2,0.6770796969492482,5.414180345377524,False
27,location_1,K2,0.0419027957276292,10.031793990393258,False
28,location_1,K2,0.7408183637218844,3.3313160512887574,False
29,location_1,K2,0.469889320669255,19.30629311672621,False
30,location_1,K2,0.7089002745751649,17.425071629655648,False
31,location_1,K2,0.697708580437942,16.968407841306718,False
32,location_1,K2,0.4987745249681377,2.3591266559128754,False
33,location_1,K2,0.758429520713077,0.4757485494077351,False
34,location_1,K2,0.2613936392368731,11.600947111274614,False
35,location_1,K2,0.4511027753265111,0.0996181134750684,False
36,location_1,K2,0.8223550501864259,8.859600613181778,True
37,location_1,K2,0.4662819600099748,12.171063991154192,False
38,location_1,K2,0.4502291437957664,3.101684173769561,False
39,location_1,K2,0.5346641862250046,8.776370789087446,False
40,location_1,K2,0.428649273103317,15.804150408532674,False
41,location_1,K2,0.7891675208579388,18.080402311386376,False
42,location_1,K2,0.5753308886379852,5.14225471256572,False
43,location_1,K2,0.8661372534417047,5.986467320294091,True
44,location_1,K2,0.6826418704197971,1.02914336119051,False
45,location_1,K2,0.3941919004624236,3.936284674720712,False
46,location_1,K2,0.9057984098984114,8.694134670488454,True
47,location_1,K2,0.8777694586274829,7.625760554259806,True
48,location_1,K2,0.8502942860334282,17.676095573159245,True
49,location_1,K2,0.2523659018024208,8.323597754806297,False
50,location_1,K2,0.1679402373628613,3.3784429679803663,False
51,location_1,K2,0.7658494613454221,14.19912953174116,False
52,location_1,K2,0.5966702023597915,17.417839589737206,False
53,location_1,K2,0.8348713135859513,13.958342317622234,True
54,location_1,K2,0.3425209707870845,4.913684568664262,False
55,location_1,K2,0.2090837257731697,16.15594271924858,False
56,location_1,K2,0.1346269075212657,4.314481199827513,False
57,location_1,K2,0.9015789618731846,1.45071354166048,True
58,location_1,K2,0.9939813231625526,2.658300740994335,True
59,location_1,K2,0.3053041580772051,18.519813871084548,False
0,location_1,K3,0.0900089305575467,3.8896320005296703,False
1,location_1,K3,0.4366017096929263,18.263661528594,False
2,location_1,K3,0.4229389412275808,18.836979406935026,False
3,location_1,K3,0.1019611346101612,3.626539841703112,False
4,location_1,K3,0.0901336119180106,1.8716698193266976,False
5,location_1,K3,0.5826390739708502,19.53325918677181,False
6,location_1,K3,0.4212207122908943,5.863835127073909,False
7,location_1,K3,0.3919146822192434,15.274772164988908,False
8,location_1,K3,0.9095928515548622,5.057447936538548,True
9,location_1,K3,0.6428433195191666,13.392423207906443,False
10,location_1,K3,0.8998673858758532,18.46790189526455,True
11,location_1,K3,0.597518993024338,0.7404274794412324,False
12,location_1,K3,0.3839814891538432,18.50503790344423,False
13,location_1,K3,0.1967280773849239,12.734812324538565,False
14,location_1,K3,0.1057277674239967,12.815426449746624,False
15,location_1,K3,0.3688848178497098,3.016136956209305,False
16,location_1,K3,0.0580891728546612,13.779105767889702,False
17,location_1,K3,0.1283524353033903,0.8209816096382427,False
18,location_1,K3,0.478008465737493,17.1446706053679,False
19,location_1,K3,0.4863277623735221,10.653688181957016,False
20,location_1,K3,0.9673738960177288,16.58461850294762,True
21,location_1,K3,0.5564183090725402,10.153694247031432,False
22,location_1,K3,0.2386289074291069,1.564806244430701,False
23,location_1,K3,0.1564051322047375,16.86896450441261,False
24,location_1,K3,0.5812476162278453,0.8190891146968227,False
25,location_1,K3,0.0542865262408721,13.754853938502992,False
26,location_1,K3,0.9505810561928764,14.93835327851113,True
27,location_1,K3,0.2550152117597831,5.7916519140565,False
28,location_1,K3,0.3318299470707478,7.358754445197356,False
29,location_1,K3,0.2478311361645769,13.92423014326999,False
30,location_1,K3,0.4195658040628518,7.746823738122231,False
31,location_1,K3,0.6740464157089965,17.974176151910807,False
32,location_1,K3,0.2691642312832953,17.409214778826104,False
33,location_1,K3,0.1313033298964441,5.277451709890382,False
34,location_1,K3,0.7186860712302575,4.692391336226787,False
35,location_1,K3,0.374577296000298,9.216590747985208,False
36,location_1,K3,0.3130562083046353,5.316943785462902,False
37,location_1,K3,0.2926452645119159,8.503260769226312,False
38,location_1,K3,0.8203054206076642,15.96139234754206,True
39,location_1,K3,0.8867639584457269,8.052966665216372,True
40,location_1,K3,0.8287647342053079,18.60585658622479,True
41,location_1,K3,0.7504297132612253,3.219545741271046,False
42,location_1,K3,0.4119528085783156,7.685308977549172,False
43,location_1,K3,0.9520169181507988,17.92343735313263,True
44,location_1,K3,0.7974334994302718,17.090916476653803,False
45,location_1,K3,0.2230568330573916,2.4672777745254537,False
46,location_1,K3,0.0276517111803273,18.4859222097043,False
47,location_1,K3,0.7971678751089255,12.69038950575011,False
48,location_1,K3,0.8443939039846972,8.253291251998704,True
49,location_1,K3,0.1792835217978405,9.76406516041193,False
50,location_1,K3,0.962223548289582,2.363088008835057,True
51,location_1,K3,0.1181025303931661,18.74871632494182,False
52,location_1,K3,0.6340543087162467,19.860512399257424,False
53,location_1,K3,0.4385831793939978,3.4643665867897733,False
54,location_1,K3,0.7088725556480252,15.0005074245303,False
55,location_1,K3,0.9786864884017112,11.766182817030373,True
56,location_1,K3,0.1367232337232486,0.0019870446297476,False
57,location_1,K3,0.4674061396322577,8.59506226632211,False
58,location_1,K3,0.2288154328433777,14.019261844940743,False
59,location_1,K3,0.0972541401336013,11.579122440389693,False
