simulation_time,location_id,junction_id,queue_length,downstream_queue_length,Metric,waiting_time,travel_time,downstream_occupancy,spillback
38,location_1,K1,6.278711976065834,4.497092551457602,queue_length,,,,
39,location_1,K1,7.870323250418236,0.1820203326732294,queue_length,,,,
40,location_1,K1,4.536655179208855,8.51518784541299,queue_length,,,,
41,location_1,K1,3.591028577369796,5.531271710935648,queue_length,,,,
42,location_1,K1,2.88948673146346,9.625668787695268,queue_length,,,,
43,location_1,K1,5.383898673211435,0.3511079626867763,queue_length,,,,
44,location_1,K1,5.4632999886630245,18.853982132865216,queue_length,,,,
45,location_1,K1,5.698752631950672,2.083015637773875,queue_length,,,,
46,location_1,K1,6.4074124648726265,5.973956903674635,queue_length,,,,
47,location_1,K1,7.276657345644633,10.156495098986388,queue_length,,,,
48,location_1,K1,5.029797240529336,18.23555010425403,queue_length,,,,
49,location_1,K1,1.9142320704090008,7.322591646093917,queue_length,,,,
50,location_1,K1,2.4450807377561325,10.288762297245936,queue_length,,,,
51,location_1,K1,2.6709216802552245,9.242864725585097,queue_length,,,,
52,location_1,K1,2.445075049546236,16.78047804874884,queue_length,,,,
53,location_1,K1,2.8811159150218053,3.85973248748692,queue_length,,,,
54,location_1,K1,0.7249312377048054,8.11565468402193,queue_length,,,,
55,location_1,K1,3.957611182873523,9.307934649688953,queue_length,,,,
56,location_1,K1,7.278063772627364,7.036091832090681,queue_length,,,,
57,location_1,K1,7.157359263777551,9.775556541769443,queue_length,,,,
58,location_1,K1,5.225325281432428,11.58851253719684,queue_length,,,,
59,location_1,K1,3.865914677106703,4.99016336320784,queue_length,,,,
0,location_1,K2,5.0,17.352208991681483,queue_length,,,,
1,location_1,K2,6.597373799965712,18.62509259323226,queue_length,,,,
2,location_1,K2,4.635586183389179,0.6190374327877257,queue_length,,,,
3,location_1,K2,3.0441595396004875,4.300127097947102,queue_length,,,,
4,location_1,K2,3.635207437537255,12.808268468538618,queue_length,,,,
5,location_1,K2,1.8992715291347464,13.68211413584932,queue_length,,,,
6,location_1,K2,3.092290830544788,8.96103399986222,queue_length,,,,
7,location_1,K2,3.422047990922021,17.739072757151703,queue_length,,,,
8,location_1,K2,3.162817264113127,18.26017452786724,queue_length,,,,
9,location_1,K2,4.215284226548869,7.198581189310693,queue_length,,,,
10,location_1,K2,4.875766457390521,12.616739673324844,queue_length,,,,
11,location_1,K2,3.395292151904689,9.188729175093284,queue_length,,,,
12,location_1,K2,3.456064592313697,1.7732681338972855,queue_length,,,,
13,location_1,K2,5.565357185937119,14.776507738448876,queue_length,,,,
14,location_1,K2,4.424050518678389,11.757894949294489,queue_length,,,,
15,location_1,K2,2.557566338967687,12.723422958939192,queue_length,,,,
16,location_1,K2,1.3792149815728612,18.932586391444627,queue_length,,,,
17,location_1,K2,1.4369782265250863,16.915501623553148,queue_length,,,,
18,location_1,K2,4.469424556723013,6.897543638586079,queue_length,,,,
19,location_1,K2,3.844478948528044,12.621956925707092,queue_length,,,,
20,location_1,K2,3.3374283059822925,17.192349090386678,queue_length,,,,
21,location_1,K2,4.620985036417832,1.318489073906437,queue_length,,,,
22,location_1,K2,2.710818086266028,2.716368947705108,queue_length,,,,
23,location_1,K2,0.0081052486855331,0.0543320472559272,queue_length,,,,
24,location_1,K2,0.6264612268860333,6.192939011271417,queue_length,,,,
25,location_1,K2,2.60397471567896,11.789091671314324,queue_length,,,,
26,location_1,K2,1.875389451254656,5.414180345377524,queue_length,,,,
27,location_1,K2,0.0,10.031793990393258,queue_length,,,,
28,location_1,K2,0.0,3.3313160512887574,queue_length,,,,
29,location_1,K2,0.0,19.30629311672621,queue_length,,,,
30,location_1,K2,5.126383207471542,17.425071629655648,queue_length,,,,
31,location_1,K2,6.966598954588736,16.968407841306718,queue_length,,,,
32,location_1,K2,6.356328704132481,2.3591266559128754,queue_length,,,,
33,location_1,K2,4.438625892065854,0.4757485494077351,queue_length,,,,
34,location_1,K2,2.774705972101177,11.600947111274614,queue_length,,,,
35,location_1,K2,5.721318240876666,0.0996181134750684,queue_length,,,,
36,location_1,K2,4.811293202514981,8.859600613181778,queue_length,,,,
37,location_1,K2,3.2436570625035657,12.171063991154192,queue_length,,,,
38,location_1,K2,4.469609350365257,3.101684173769561,queue_length,,,,
39,location_1,K2,3.2150600717216977,8.776370789087446,queue_length,,,,
40,location_1,K2,3.135833022702628,15.804150408532674,queue_length,,,,
41,location_1,K2,3.717160260793683,18.080402311386376,queue_length,,,,
42,location_1,K2,3.676917334366923,5.14225471256572,queue_length,,,,
43,location_1,K2,4.94377879212181,5.986467320294091,queue_length,,,,
44,location_1,K2,4.862711044681635,1.02914336119051,queue_length,,,,
45,location_1,K2,6.326072585760159,3.936284674720712,queue_length,,,,
46,location_1,K2,6.86686448064183,8.694134670488454,queue_length,,,,
47,location_1,K2,6.008876096051404,7.625760554259806,queue_length,,,,
48,location_1,K2,7.338296141488388,17.676095573159245,queue_length,,,,
49,location_1,K2,7.047501870603978,8.323597754806297,queue_length,,,,
50,location_1,K2,5.463621019761661,3.3784429679803663,queue_length,,,,
51,location_1,K2,5.91067343597284,14.19912953174116,queue_length,,,,
52,location_1,K2,5.336413784954061,17.417839589737206,queue_length,,,,
53,location_1,K2,4.899504911950542,13.958342317622234,queue_length,,,,
54,location_1,K2,3.073525308049812,4.913684568664262,queue_length,,,,
55,location_1,K2,3.003248909169788,16.15594271924858,queue_length,,,,
56,location_1,K2,2.034774444710803,4.314481199827513,queue_length,,,,
57,location_1,K2,1.7091483161814234,1.45071354166048,queue_length,,,,
58,location_1,K2,0.4318626261730044,2.658300740994335,queue_length,,,,
59,location_1,K2,0.1625594065732643,18.519813871084548,queue_length,,,,
0,location_1,K3,5.0,3.8896320005296703,queue_length,,,,
1,location_1,K3,4.25341812483842,18.263661528594,queue_length,,,,
2,location_1,K3,3.330788312146338,18.836979406935026,queue_length,,,,
3,location_1,K3,5.391956799072001,3.626539841703112,queue_length,,,,
4,location_1,K3,3.973614353330184,1.8716698193266976,queue_length,,,,
5,location_1,K3,6.241700894596707,19.53325918677181,queue_length,,,,
6,location_1,K3,6.926614558142311,5.863835127073909,queue_length,,,,
7,location_1,K3,6.986521511833836,15.274772164988908,queue_length,,,,
8,location_1,K3,7.558039706887495,5.057447936538548,queue_length,,,,
9,location_1,K3,7.210562551275096,13.392423207906443,queue_length,,,,
10,location_1,K3,4.67774037975266,18.46790189526455,queue_length,,,,
11,location_1,K3,6.311454773841346,0.7404274794412324,queue_length,,,,
12,location_1,K3,5.728161822520006,18.50503790344423,queue_length,,,,
13,location_1,K3,6.839204693838272,12.734812324538565,queue_length,,,,
14,location_1,K3,6.37012091633536,12.815426449746624,queue_length,,,,
15,location_1,K3,6.338809540355192,3.016136956209305,queue_length,,,,
16,location_1,K3,5.779558376427635,13.779105767889702,queue_length,,,,
17,location_1,K3,3.728816291950373,0.8209816096382427,queue_length,,,,
18,location_1,K3,3.4873593291210256,17.1446706053679,queue_length,,,,
19,location_1,K3,4.775422301510847,10.653688181957016,queue_length,,,,
20,location_1,K3,5.82048986910231,16.58461850294762,queue_length,,,,
21,location_1,K3,6.509708526844266,10.153694247031432,queue_length,,,,
22,location_1,K3,8.027589467514105,1.564806244430701,queue_length,,,,
23,location_1,K3,8.348110826860298,16.86896450441261,queue_length,,,,
24,location_1,K3,7.561241051711014,0.8190891146968227,queue_length,,,,
25,location_1,K3,7.24655994605432,13.754853938502992,queue_length,,,,
26,location_1,K3,10.755456130494466,14.93835327851113,queue_length,,,,
27,location_1,K3,11.581148098532491,5.7916519140565,queue_length,,,,
28,location_1,K3,11.68411364023622,7.358754445197356,queue_length,,,,
29,location_1,K3,12.360331901899794,13.92423014326999,queue_length,,,,
30,location_1,K3,9.984376225686765,7.746823738122231,queue_length,,,,
31,location_1,K3,8.936467027555512,17.974176151910807,queue_length,,,,
32,location_1,K3,8.770419229279682,17.409214778826104,queue_length,,,,
33,location_1,K3,8.585953964241614,5.277451709890382,queue_length,,,,
34,location_1,K3,7.316979764716319,4.692391336226787,queue_length,,,,
35,location_1,K3,7.365989385982197,9.216590747985208,queue_length,,,,
36,location_1,K3,6.838203347460693,5.316943785462902,queue_length,,,,
37,location_1,K3,3.8638731740131074,8.503260769226312,queue_length,,,,
38,location_1,K3,6.578499131687036,15.96139234754206,queue_length,,,,
39,location_1,K3,5.244958874254605,8.052966665216372,queue_length,,,,
40,location_1,K3,1.6018717608454518,18.60585658622479,queue_length,,,,
41,location_1,K3,3.530831358063818,3.219545741271046,queue_length,,,,
42,location_1,K3,5.026596173199799,7.685308977549172,queue_length,,,,
43,location_1,K3,5.036680997238736,17.92343735313263,queue_length,,,,
44,location_1,K3,4.414499627530603,17.090916476653803,queue_length,,,,
45,location_1,K3,4.288161859790968,2.4672777745254537,queue_length,,,,
46,location_1,K3,6.867040214634362,18.4859222097043,queue_length,,,,
47,location_1,K3,5.607278062617635,12.69038950575011,queue_length,,,,
48,location_1,K3,3.6065909597193935,8.253291251998704,queue_length,,,,
49,location_1,K3,3.6433752711965335,9.76406516041193,queue_length,,,,
50,location_1,K3,4.273836908492846,2.363088008835057,queue_length,,,,
51,location_1,K3,4.769698867290632,18.74871632494182,queue_length,,,,
52,location_1,K3,5.573615028049262,19.860512399257424,queue_length,,,,
53,location_1,K3,2.998056777161258,3.4643665867897733,queue_length,,,,
54,location_1,K3,2.485097720921331,15.0005074245303,queue_length,,,,
55,location_1,K3,1.7424819207919562,11.766182817030373,queue_length,,,,
56,location_1,K3,0.0376560534616164,0.0019870446297476,queue_length,,,,
57,location_1,K3,0.141858556967301,8.59506226632211,queue_length,,,,
58,location_1,K3,2.545382146344099,14.019261844940743,queue_length,,,,
59,location_1,K3,3.848037775889696,11.579122440389693,queue_length,,,,
0,location_1,K1,,,waiting_time,44.60931573146302,131.5028506079829,,
1,location_1,K1,,,waiting_time,75.96144258836758,134.46393378435218,,
2,location_1,K1,,,waiting_time,69.0350322630357,111.90986072719735,,
3,location_1,K1,,,waiting_time,87.42039935805236,101.10500779869444,,
4,location_1,K1,,,waiting_time,43.44849531865147,76.40378763094017,,
5,location_1,K1,,,waiting_time,90.00455701138151,154.79054814637928,,
6,location_1,K1,,,waiting_time,7.928095548398262,41.470144421662816,,
7,location_1,K1,,,waiting_time,31.379771710029093,140.28455682397373,,
8,location_1,K1,,,waiting_time,78.5935820456824,49.731687876330575,,
9,location_1,K1,,,waiting_time,78.57493974861065,164.1067809146951,,
10,location_1,K1,,,waiting_time,80.9989398040178,124.20634496465792,,
11,location_1,K1,,,waiting_time,28.85230604901684,33.92651965649331,,
12,location_1,K1,,,waiting_time,2.528066112043925,83.99051417079626,,
13,location_1,K1,,,waiting_time,3.193443552337249,89.86261732824315,,
14,location_1,K1,,,waiting_time,56.14678745923475,54.37188531459884,,
15,location_1,K1,,,waiting_time,0.3524075779978264,4.994065737242259,,
16,location_1,K1,,,waiting_time,78.14715956653137,43.90287183265027,,
17,location_1,K1,,,waiting_time,50.8857700715169,130.9628266198902,,
18,location_1,K1,,,waiting_time,0.8479091689599261,73.09861218788755,,
19,location_1,K1,,,waiting_time,98.35185446874034,188.3558152736604,,
20,location_1,K1,,,waiting_time,83.71863011165141,113.30637606975816,,
21,location_1,K1,,,waiting_time,48.1463663350175,140.65150193095306,,
22,location_1,K1,,,waiting_time,91.04956189625176,175.7322240194504,,
23,location_1,K1,,,waiting_time,37.955868397917925,181.6667315533692,,
24,location_1,K1,,,waiting_time,78.37604758050784,38.59411157354123,,
25,location_1,K1,,,waiting_time,31.647638672871736,93.93250194133736,,
26,location_1,K1,,,waiting_time,14.664138405486204,65.93139597082885,,
27,location_1,K1,,,waiting_time,90.03024475226164,50.55577285706989,,
28,location_1,K1,,,waiting_time,96.24411575588138,15.764585960123355,,
29,location_1,K1,,,waiting_time,12.775927092939298,199.6589392581417,,
30,location_1,K1,,,waiting_time,71.31517980840856,13.929050969393897,,
31,location_1,K1,,,waiting_time,62.6973744352598,173.0573754640418,,
32,location_1,K1,,,waiting_time,67.82125115007157,91.4533336924169,,
33,location_1,K1,,,waiting_time,65.78224633835791,170.00965723277815,,
34,location_1,K1,,,waiting_time,86.23541774685988,193.75726356223288,,
35,location_1,K1,,,waiting_time,12.188949088717017,28.66309176753308,,
36,location_1,K1,,,waiting_time,59.19587529961211,146.94974996064116,,
37,location_1,K1,,,waiting_time,93.78961643597648,177.77359155111174,,
38,location_1,K1,,,waiting_time,58.89348568594649,15.226430359721244,,
39,location_1,K1,,,waiting_time,11.888670064723584,33.59082589055602,,
40,location_1,K1,,,waiting_time,67.84721861138236,177.67877250196457,,
41,location_1,K1,,,waiting_time,42.38631944913303,98.27700045373292,,
42,location_1,K1,,,waiting_time,71.8184370936021,41.42783000895203,,
43,location_1,K1,,,waiting_time,65.0957010487333,155.3717456729036,,
44,location_1,K1,,,waiting_time,46.84174818677028,181.7761195378078,,
45,location_1,K1,,,waiting_time,4.031971282691127,32.159364381280106,,
46,location_1,K1,,,waiting_time,87.97745721007132,98.54295076648071,,
47,location_1,K1,,,waiting_time,41.08695159744803,5.2378461754865935,,
48,location_1,K1,,,waiting_time,81.57541438521558,114.2305404016238,,
49,location_1,K1,,,waiting_time,78.67023287867517,62.40566286486469,,
50,location_1,K1,,,waiting_time,65.31047402573415,141.11100396333424,,
51,location_1,K1,,,waiting_time,48.92029663046038,28.39681664219771,,
52,location_1,K1,,,waiting_time,13.323043071569051,10.245572977781949,,
53,location_1,K1,,,waiting_time,9.168253523325198,10.295939502541152,,
54,location_1,K1,,,waiting_time,70.88214921889838,125.12997365582189,,
55,location_1,K1,,,waiting_time,83.39204285560079,109.98101467682886,,
56,location_1,K1,,,waiting_time,89.41424522623187,145.85443413066787,,
57,location_1,K1,,,waiting_time,6.026932943057672,157.11089551090276,,
58,location_1,K1,,,waiting_time,87.74815696436814,109.83029065828237,,
59,location_1,K1,,,waiting_time,11.900499813772146,87.25429119443871,,
0,location_1,K2,,,waiting_time,67.91325590731958,3.305230046893115,,
1,location_1,K2,,,waiting_time,0.6593067302652633,116.20620699048555,,
2,location_1,K2,,,waiting_time,86.35499069426699,31.52041954575855,,
3,location_1,K2,,,waiting_time,93.3162251530168,178.22246809689904,,
4,location_1,K2,,,waiting_time,24.57072281516637,87.40343634467649,,
5,location_1,K2,,,waiting_time,1.3063353996892513,116.72017157027788,,
6,location_1,K2,,,waiting_time,15.61810423172998,160.69177685418683,,
7,location_1,K2,,,waiting_time,57.38043084167855,29.51488914226148,,
8,location_1,K2,,,waiting_time,99.93855831056796,125.45972005373014,,
9,location_1,K2,,,waiting_time,88.29317233825418,66.4203001797145,,
10,location_1,K2,,,waiting_time,34.4721768911652,185.88845197305704,,
11,location_1,K2,,,waiting_time,85.16924288024934,183.6794213531728,,
12,location_1,K2,,,waiting_time,41.65633820261957,88.11551393173707,,
13,location_1,K2,,,waiting_time,20.059645931716886,61.74782266579941,,
14,location_1,K2,,,waiting_time,98.43840381689829,115.68077646171668,,
15,location_1,K2,,,waiting_time,33.064826986846306,130.21868153639878,,
16,location_1,K2,,,waiting_time,19.645164355294643,173.59996999365848,,
17,location_1,K2,,,waiting_time,83.8803858881463,11.426029711087327,,
18,location_1,K2,,,waiting_time,82.81890860079822,73.79192361553247,,
19,location_1,K2,,,waiting_time,38.57702698315278,112.77431077218216,,
20,location_1,K2,,,waiting_time,43.96053311616619,181.2088996825292,,
21,location_1,K2,,,waiting_time,66.02003727372156,197.60688865393163,,
22,location_1,K2,,,waiting_time,91.41343830389457,44.57661732212949,,
23,location_1,K2,,,waiting_time,20.60835877881589,121.62241125776345,,
24,location_1,K2,,,waiting_time,40.92841761509421,169.29855072912417,,
25,location_1,K2,,,waiting_time,22.35055154567236,90.79378599879348,,
26,location_1,K2,,,waiting_time,69.13698879819589,51.314606595474245,,
27,location_1,K2,,,waiting_time,27.79557714057237,114.2414070093166,,
28,location_1,K2,,,waiting_time,19.230422411680635,166.49371124768058,,
29,location_1,K2,,,waiting_time,54.01818429810572,86.91287837877411,,
30,location_1,K2,,,waiting_time,81.62211022858263,2.309848127840964,,
31,location_1,K2,,,waiting_time,84.63600388835599,109.66386757403664,,
32,location_1,K2,,,waiting_time,37.87158444121993,192.6294015557121,,
33,location_1,K2,,,waiting_time,74.82679812896987,36.040541463258016,,
34,location_1,K2,,,waiting_time,19.500384260529813,109.03153717749744,,
35,location_1,K2,,,waiting_time,30.81682542302372,111.2893752338894,,
36,location_1,K2,,,waiting_time,3.019745488202563,174.84616196681517,,
37,location_1,K2,,,waiting_time,60.883662808563855,19.77539852710257,,
38,location_1,K2,,,waiting_time,50.15620239770254,119.2305243266384,,
39,location_1,K2,,,waiting_time,2.883074189769108,116.1335587087718,,
40,location_1,K2,,,waiting_time,10.914045614718171,13.660248030245192,,
41,location_1,K2,,,waiting_time,27.8976940059957,94.54572403931697,,
42,location_1,K2,,,waiting_time,10.1606991752913,49.616197435147,,
43,location_1,K2,,,waiting_time,7.614441646396242,125.88327017252035,,
44,location_1,K2,,,waiting_time,29.421779709416484,55.78624353197581,,
45,location_1,K2,,,waiting_time,18.39756554953268,59.747079442904095,,
46,location_1,K2,,,waiting_time,69.80902525277357,54.61851522258865,,
47,location_1,K2,,,waiting_time,84.59606423014996,143.28008550891397,,
48,location_1,K2,,,waiting_time,80.85701261501099,44.049510626368345,,
49,location_1,K2,,,waiting_time,56.148168083700135,115.46718937189137,,
50,location_1,K2,,,waiting_time,60.62172562914766,60.56050500681898,,
51,location_1,K2,,,waiting_time,8.552944213892077,155.78092499846576,,
52,location_1,K2,,,waiting_time,62.4343754739019,86.35822505746864,,
53,location_1,K2,,,waiting_time,78.01118491754842,16.282951641868838,,
54,location_1,K2,,,waiting_time,72.01634855615035,58.484962114341975,,
55,location_1,K2,,,waiting_time,69.39310451666807,7.7018132307015374,,
56,location_1,K2,,,waiting_time,70.88811297512585,105.88214275423104,,
57,location_1,K2,,,waiting_time,49.04911366961332,171.03122611897956,,
58,location_1,K2,,,waiting_time,42.63184380032398,150.1912444534524,,
59,location_1,K2,,,waiting_time,75.95858854853438,184.7536417455869,,
0,location_1,K3,,,waiting_time,13.873803613112624,139.53914608004615,,
1,location_1,K3,,,waiting_time,24.88132209829289,10.7187214265007,,
2,location_1,K3,,,waiting_time,81.94054977033032,125.50494285887612,,
3,location_1,K3,,,waiting_time,46.068285553306886,177.87740749284896,,
4,location_1,K3,,,waiting_time,51.09073302418178,167.82504040390836,,
5,location_1,K3,,,waiting_time,64.99134334785113,186.95097911908127,,
6,location_1,K3,,,waiting_time,40.49414972664972,83.79142779865785,,
7,location_1,K3,,,waiting_time,42.09615093650169,9.786788120947088,,
8,location_1,K3,,,waiting_time,16.653850638578515,97.88878737083056,,
9,location_1,K3,,,waiting_time,6.905137803144179,187.3381482358742,,
10,location_1,K3,,,waiting_time,18.621990008841927,158.69300926333554,,
11,location_1,K3,,,waiting_time,81.21306038898034,58.21127347574788,,
12,location_1,K3,,,waiting_time,42.22407479193786,128.33755915433932,,
13,location_1,K3,,,waiting_time,32.67496242132524,169.26564339145892,,
14,location_1,K3,,,waiting_time,12.22583847211931,0.6680896116987967,,
15,location_1,K3,,,waiting_time,99.07055664705824,173.87687990618403,,
16,location_1,K3,,,waiting_time,3.654038234703594,195.4146213061973,,
17,location_1,K3,,,waiting_time,29.829743633086785,45.5792392450328,,
18,location_1,K3,,,waiting_time,90.35776625528614,127.08656159444634,,
19,location_1,K3,,,waiting_time,87.21624810994369,114.79975769625808,,
20,location_1,K3,,,waiting_time,26.27566995415893,145.09568183326985,,
21,location_1,K3,,,waiting_time,52.58475364384489,5.691357231204219,,
22,location_1,K3,,,waiting_time,71.57668549290202,133.4136869807565,,
23,location_1,K3,,,waiting_time,56.63484288657264,43.76099697948968,,
24,location_1,K3,,,waiting_time,90.9801490781744,166.27425384752542,,
25,location_1,K3,,,waiting_time,16.783148472418763,46.07858436659716,,
26,location_1,K3,,,waiting_time,14.252465633833143,178.66782007506723,,
27,location_1,K3,,,waiting_time,71.54349824883792,195.9816128268616,,
28,location_1,K3,,,waiting_time,73.28873367893468,75.79722029431177,,
29,location_1,K3,,,waiting_time,50.11566166338836,52.13143537326268,,
30,location_1,K3,,,waiting_time,59.85902181766421,24.86066452903857,,
31,location_1,K3,,,waiting_time,18.71671767778385,9.781880184805946,,
32,location_1,K3,,,waiting_time,5.125256353600727,94.0685251688551,,
33,location_1,K3,,,waiting_time,34.77698772243626,7.86203856028993,,
34,location_1,K3,,,waiting_time,16.183959150582094,114.38065907858234,,
35,location_1,K3,,,waiting_time,27.098446255382942,37.02026127581368,,
36,location_1,K3,,,waiting_time,36.63750913862863,164.10832134209736,,
37,location_1,K3,,,waiting_time,84.2562922040296,55.73092889264335,,
38,location_1,K3,,,waiting_time,1.4750071098551865,85.90360963469917,,
39,location_1,K3,,,waiting_time,93.0746136712548,21.849962475559103,,
40,location_1,K3,,,waiting_time,39.09057997515165,127.04070216483608,,
41,location_1,K3,,,waiting_time,51.764293131685925,68.09570403272203,,
42,location_1,K3,,,waiting_time,88.22068368463555,74.62723578292632,,
43,location_1,K3,,,waiting_time,52.747702555443134,22.37948745959091,,
44,location_1,K3,,,waiting_time,26.67429337214945,2.901984109722755,,
45,location_1,K3,,,waiting_time,99.08174778378677,167.51088086628965,,
46,location_1,K3,,,waiting_time,67.45716112869341,108.00946553331036,,
47,location_1,K3,,,waiting_time,48.961892936908,25.659681705726435,,
48,location_1,K3,,,waiting_time,19.884891411175275,175.8980291690975,,
49,location_1,K3,,,waiting_time,3.887371238887327,143.65865493914924,,
50,location_1,K3,,,waiting_time,71.02047827640192,112.15764626782676,,
51,location_1,K3,,,waiting_time,3.539649546840773,81.4058847844808,,
52,location_1,K3,,,waiting_time,16.174224961619288,63.93595128899301,,
53,location_1,K3,,,waiting_time,87.61436367008531,53.43242466572615,,
54,location_1,K3,,,waiting_time,53.99561246937981,40.0766088675306,,
55,location_1,K3,,,waiting_time,45.79966556571515,156.61409389238202,,
56,location_1,K3,,,waiting_time,78.42554329245903,146.9408253110395,,
57,location_1,K3,,,waiting_time,22.779127608785487,43.65769840507711,,
58,location_1,K3,,,waiting_time,28.79379356475743,23.046330582175223,,
59,location_1,K3,,,waiting_time,94.40089254270404,134.04526617626644,,
0,location_1,K1,,3.802969003875036,spillback,,,0.1251893260259226,False
1,location_1,K1,,12.904799807791086,spillback,,,0.6257648704634725,False
2,location_1,K1,,13.446788586617956,spillback,,,0.7654908105186318,False
3,location_1,K1,,5.528011078374899,spillback,,,0.391720593805778,False
4,location_1,K1,,0.4691105606471968,spillback,,,0.5368189262427812,False
5,location_1,K1,,18.640120032885086,spillback,,,0.758063978354994,False
6,location_1,K1,,4.649072068266291,spillback,,,0.0511881801170531,False
7,location_1,K1,,10.92897542488428,spillback,,,0.2368270236677356,False
8,location_1,K1,,15.97787706097063,spillback,,,0.4415274432376552,False
9,location_1,K1,,7.244809969423187,spillback,,,0.5411693917376943,False
10,location_1,K1,,7.764099704738925,spillback,,,0.9657423441828163,True
11,location_1,K1,,10.107315695328648,spillback,,,0.1540038900519197,False
12,location_1,K1,,18.2962588191508,spillback,,,0.1734211529333107,False
13,location_1,K1,,13.79793883950466,spillback,,,0.7965965522011638,False
14,location_1,K1,,5.036357784415653,spillback,,,0.7889400580271873,False
15,location_1,K1,,2.41015007923278,spillback,,,0.0969580760904877,False
16,location_1,K1,,1.3714225694357562,spillback,,,0.2667297518732038,False
17,location_1,K1,,7.295515250078049,spillback,,,0.9858715869132976,True
18,location_1,K1,,2.9243897566428245,spillback,,,0.5538866844552487,False
19,location_1,K1,,8.248675765933342,spillback,,,0.9550236969286748,True
20,location_1,K1,,11.643966113685416,spillback,,,0.894106381641899,True
21,location_1,K1,,4.705152093965761,spillback,,,0.2869094211112669,False
22,location_1,K1,,13.72736487165244,spillback,,,0.898685133602342,True
23,location_1,K1,,12.93919622814989,spillback,,,0.7017817309760439,False
24,location_1,K1,,6.480572727028047,spillback,,,0.7731310281464184,False
25,location_1,K1,,8.995639596559602,spillback,,,0.44306433261891,False
26,location_1,K1,,10.998390485156078,spillback,,,0.5462632272886371,False
27,location_1,K1,,0.0507245429266056,spillback,,,0.5472262325117234,False
28,location_1,K1,,18.613650729810185,spillback,,,0.0189491737204848,False
29,location_1,K1,,12.66877861635736,spillback,,,0.0254580977631145,False
30,location_1,K1,,14.550162987912785,spillback,,,0.1456754245678151,False
31,location_1,K1,,12.845043024999509,spillback,,,0.5878518984565971,False
32,location_1,K1,,17.47226014987213,spillback,,,0.3785122022862024,False
33,location_1,K1,,14.64916313667766,spillback,,,0.5308626974392378,False
34,location_1,K1,,9.51866714622047,spillback,,,0.0787236066815116,False
35,location_1,K1,,17.773953032779055,spillback,,,0.3770439370208023,False
36,location_1,K1,,5.286739853046529,spillback,,,0.1965925901903054,False
37,location_1,K1,,13.878897424552347,spillback,,,0.7597988896787502,False
38,location_1,K1,,4.497092551457602,spillback,,,0.1430524421125804,False
39,location_1,K1,,0.1820203326732294,spillback,,,0.739858391904799,False
40,location_1,K1,,8.51518784541299,spillback,,,0.8874988942129712,True
